# LAMMPS data file for water simulation (atomic style, for MLP)
# Generated by generate_water_data_atomic.py
# 1000 water molecules
# Box size: 31.042817 Angstroms
# Density: 1.000 g/cm^3

3000 atoms
0 bonds
0 angles
0 dihedrals
0 impropers

2 atom types

0.0 31.042817 xlo xhi
0.0 31.042817 ylo yhi
0.0 31.042817 zlo zhi

Masses

1 15.9994  # Oxygen
2 1.00794  # Hydrogen

Atoms  # atomic

1 1 2.822074 2.822074 2.822074
2 2 2.211170 2.089010 2.746941
3 2 3.687085 2.412645 2.840912
4 1 2.822074 2.822074 5.644149
5 2 2.707534 3.544393 5.026598
6 2 1.935599 2.495851 5.798979
7 1 2.822074 2.822074 8.466223
8 2 2.864906 3.324739 7.652757
9 2 3.734617 2.617375 8.670173
10 1 2.822074 2.822074 11.288297
11 2 3.540250 2.244329 11.030099
12 2 3.222836 3.688925 11.353032
13 1 2.822074 2.822074 14.110371
14 2 1.981463 3.271072 14.020898
15 2 2.596262 1.892162 14.132804
16 1 2.822074 2.822074 16.932446
17 2 2.818922 2.806283 15.975381
18 2 1.914170 3.007449 17.172399
19 1 2.822074 2.822074 19.754520
20 2 3.587747 2.950932 19.194723
21 2 2.476324 3.703545 19.894871
22 1 2.822074 2.822074 22.576594
23 2 2.901326 2.930988 21.628919
24 2 3.551466 2.249566 22.814193
25 1 2.822074 2.822074 25.398668
26 2 2.773152 2.561701 24.478862
27 2 1.923649 3.058466 25.629280
28 1 2.822074 2.822074 28.220743
29 2 3.171183 1.931023 28.201201
30 2 3.597318 3.383506 28.225642
31 1 2.822074 5.644149 2.822074
32 2 2.630327 6.168266 2.044408
33 2 3.740367 5.831110 3.017049
34 1 2.822074 5.644149 5.644149
35 2 2.368036 6.357115 5.194972
36 2 2.154315 4.967652 5.756765
37 1 2.822074 5.644149 8.466223
38 2 3.275271 5.519289 7.632403
39 2 2.954573 6.568796 8.675276
40 1 2.822074 5.644149 11.288297
41 2 3.584687 6.146779 11.001913
42 2 2.120938 6.291825 11.360099
43 1 2.822074 5.644149 14.110371
44 2 2.645886 5.894858 13.203545
45 2 3.624386 6.114080 14.337729
46 1 2.822074 5.644149 16.932446
47 2 2.599918 6.236246 16.213906
48 2 3.745343 5.821213 17.112596
49 1 2.822074 5.644149 19.754520
50 2 3.751259 5.859387 19.673771
51 2 2.798220 4.687460 19.774765
52 1 2.822074 5.644149 22.576594
53 2 2.934658 5.536457 21.632158
54 2 2.153334 5.001536 22.813381
55 1 2.822074 5.644149 25.398668
56 2 2.655458 5.949927 24.507057
57 2 3.677522 6.010850 25.622211
58 1 2.822074 5.644149 28.220743
59 2 2.673364 5.820033 27.291667
60 2 3.566961 6.198329 28.453678
61 1 2.822074 8.466223 2.822074
62 2 2.555340 7.557253 2.684750
63 2 3.778085 8.433204 2.856504
64 1 2.822074 8.466223 5.644149
65 2 2.903485 9.048689 4.888942
66 2 1.883956 8.448455 5.833492
67 1 2.822074 8.466223 8.466223
68 2 3.446828 8.808622 7.826944
69 2 2.220093 9.192970 8.626501
70 1 2.822074 8.466223 11.288297
71 2 3.317194 8.830730 10.554661
72 2 2.148575 9.121049 11.472233
73 1 2.822074 8.466223 14.110371
74 2 2.562553 8.169289 13.238184
75 2 3.584843 7.930875 14.329044
76 1 2.822074 8.466223 16.932446
77 2 2.303078 9.017640 16.346943
78 2 2.277436 7.692885 17.079242
79 1 2.822074 8.466223 19.754520
80 2 2.921978 7.533248 19.565287
81 2 1.875667 8.601476 19.801964
82 1 2.822074 8.466223 22.576594
83 2 3.014411 8.724194 21.675101
84 2 3.516729 7.847675 22.802614
85 1 2.822074 8.466223 25.398668
86 2 2.522034 7.911081 24.678928
87 2 2.082117 9.045992 25.579120
88 1 2.822074 8.466223 28.220743
89 2 3.005268 8.769008 27.331365
90 2 1.983332 8.869983 28.443726
91 1 2.822074 11.288297 2.822074
92 2 2.415402 11.315106 1.955973
93 2 2.984987 12.206196 3.039221
94 1 2.822074 11.288297 5.644149
95 2 3.313404 11.472016 4.843477
96 2 3.023430 10.374300 5.844891
97 1 2.822074 11.288297 8.466223
98 2 2.420044 11.897390 7.846861
99 2 3.696225 11.646037 8.621508
100 1 2.822074 11.288297 11.288297
101 2 2.947083 12.232394 11.191931
102 2 1.872123 11.173229 11.312458
103 1 2.822074 11.288297 14.110371
104 2 2.566993 11.873181 13.396876
105 2 2.036662 10.771229 14.289257
106 1 2.822074 11.288297 16.932446
107 2 2.593485 10.374612 16.761686
108 2 1.980464 11.742270 16.975258
109 1 2.822074 11.288297 19.754520
110 2 3.197433 10.919334 18.955017
111 2 3.377535 12.041633 19.954969
112 1 2.822074 11.288297 22.576594
113 2 2.649512 11.032868 21.670387
114 2 3.633167 10.833610 22.803796
115 1 2.822074 11.288297 25.398668
116 2 2.928105 11.225183 24.449455
117 2 3.269447 12.100364 25.636653
118 1 2.822074 11.288297 28.220743
119 2 2.758219 11.969285 27.551109
120 2 1.915504 11.031052 28.388632
121 1 2.822074 14.110371 2.822074
122 2 2.220527 13.866200 2.118688
123 2 3.321401 13.312997 2.998426
124 1 2.822074 14.110371 5.644149
125 2 3.605092 14.570702 5.342138
126 2 3.095373 13.196147 5.719868
127 1 2.822074 14.110371 8.466223
128 2 2.225984 14.546896 7.857656
129 2 2.424047 13.253326 8.618801
130 1 2.822074 14.110371 11.288297
131 2 2.793435 14.110814 10.331526
132 2 2.843590 15.036776 11.528177
133 1 2.822074 14.110371 14.110371
134 2 3.618516 14.622215 13.969203
135 2 2.121418 14.761570 14.145765
136 1 2.822074 14.110371 16.932446
137 2 2.534080 13.873189 16.050949
138 2 2.305201 14.885116 17.153453
139 1 2.822074 14.110371 19.754520
140 2 2.882636 13.886675 18.825798
141 2 3.701319 14.408605 19.987367
142 1 2.822074 14.110371 22.576594
143 2 3.142567 14.245555 21.684831
144 2 2.381595 14.930263 22.800175
145 1 2.822074 14.110371 25.398668
146 2 2.734672 14.112502 24.445469
147 2 2.866567 15.036189 25.637652
148 1 2.822074 14.110371 28.220743
149 2 1.969255 14.267074 27.815309
150 2 3.203353 14.982453 28.322392
151 1 2.822074 16.932446 2.822074
152 2 2.211852 16.888349 2.085924
153 2 2.908281 17.867719 3.006640
154 1 2.822074 16.932446 5.644149
155 2 2.868222 17.033315 4.693397
156 2 3.653133 16.521650 5.882519
157 1 2.822074 16.932446 8.466223
158 2 2.865355 16.524564 7.601358
159 2 1.889769 16.936932 8.683060
160 1 2.822074 16.932446 11.288297
161 2 2.970952 17.058073 10.351128
162 2 2.187159 17.609133 11.523262
163 1 2.822074 16.932446 14.110371
164 2 3.729461 16.660916 13.971976
165 2 2.328928 16.112790 14.145069
166 1 2.822074 16.932446 16.932446
167 2 3.282574 16.476856 16.227740
168 2 3.358322 17.705396 17.109128
169 1 2.822074 16.932446 19.754520
170 2 2.011724 16.929461 19.245054
171 2 3.028656 16.006573 19.882252
172 1 2.822074 16.932446 22.576594
173 2 2.072156 17.391168 22.197876
174 2 3.493619 17.607904 22.671545
175 1 2.822074 16.932446 25.398668
176 2 2.943365 16.546354 24.531227
177 2 1.907634 16.751527 25.616151
178 1 2.822074 16.932446 28.220743
179 2 2.164451 16.395541 27.778593
180 2 3.572975 16.349272 28.331597
181 1 2.822074 19.754520 2.822074
182 2 2.812799 19.872271 1.872190
183 2 3.748166 19.797762 3.060227
184 1 2.822074 19.754520 5.644149
185 2 2.805770 19.844189 4.691297
186 2 3.737841 19.897809 5.883045
187 1 2.822074 19.754520 8.466223
188 2 3.324369 19.756325 7.651404
189 2 2.692810 20.680688 8.670512
190 1 2.822074 19.754520 11.288297
191 2 1.895503 19.640560 11.076846
192 2 2.941268 20.702789 11.341312
193 1 2.822074 19.754520 14.110371
194 2 2.224188 20.325077 13.627434
195 2 3.611699 20.281837 14.231452
196 1 2.822074 19.754520 16.932446
197 2 2.489237 20.635112 16.759217
198 2 2.038744 19.206123 16.975877
199 1 2.822074 19.754520 19.754520
200 2 2.142109 20.409244 19.595727
201 2 3.635272 20.257865 19.794332
202 1 2.822074 19.754520 22.576594
203 2 2.858236 19.776107 21.620321
204 2 2.338046 20.544751 22.816349
205 1 2.822074 19.754520 25.398668
206 2 2.188129 19.460030 24.744741
207 2 2.590630 20.668733 25.562620
208 1 2.822074 19.754520 28.220743
209 2 2.909520 18.878489 27.845037
210 2 3.722195 20.066195 28.314939
211 1 2.822074 22.576594 2.822074
212 2 2.969435 22.553522 1.876567
213 2 2.641796 21.666904 3.059130
214 1 2.822074 22.576594 5.644149
215 2 2.905329 21.699180 5.270724
216 2 1.878717 22.709046 5.737773
217 1 2.822074 22.576594 8.466223
218 2 2.155183 22.926280 7.875285
219 2 2.558965 21.668269 8.614381
220 1 2.822074 22.576594 11.288297
221 2 3.435734 22.731265 10.570154
222 2 2.894690 21.639289 11.468348
223 1 2.822074 22.576594 14.110371
224 2 2.983336 23.085400 13.315800
